COUPON_ID,EXPIRE_DT  
0BP89J3HDZKL,20200923 
0BSIRB1CRAFA,20200823 
0C0Y7PFXDKI0,20200823 
0C3TT2RTW7IQ,20200823 
0C3XBO1MUKHB,20200823 
0CCJ2MM5LIMX,20200823 
0CCKDC6FURCK,20200823 
0CESUHZIQIXH,20200823 
0CJWKDXDLWAO,20200823 
0D7JW1M1GHO9,20200823 
0DBC6F97OH74,20200823 
0DCIO1F10JDH,20200823 
0DHZX21OPCO6,20200823 
0DNMND9L56G7,20200823 
0DRT9GODIHLF,20200823 
0DYIJOP6B3S3,20200823 
0E32KVRAFPVH,20200823 
0E4YA3QF3OUC,20200823 
0E682Y4STNMW,20200823 
0E747C6UQQFV,20200823 
0EB0MI5FYQEO,20200823 
0EBUK797CPR2,20200823 
0EDLLQGZTGBN,20200823 
0EEUWH2KCBAI,20200823 
0EKMZVJA3PAA,20200823 
0ENR0GHXXQOY,20200823 
0ER3DACZMF6M,20200823 
0EYG2NMVWMQB,20200823 
0F1U3BY7JEQJ,20200823 
0F262YI3X2UH,20200823 
0F55F8B1HNDH,20200823 
0F6M5SX9OXV3,20200823 
0F9M3MF3GE65,20200823 
0F9QH3LY7BUO,20200823 
0F9T8ERIV0MM,20200823 
0FBLX9P9RZKB,20200823 
0FVACUZC90DS,20200823 
0FVC466WXP6Q,20200823 
0FWRFBVI21RN,20200823 
0GH9TG3DZLJI,20200823 
0GHWJ8VRZ6JF,20200823 
0GJIMBG9PKV2,20200823 
0GKXHGQVUWGF,20200823 
0GVLKPI46ZCU,20200823 
0H4F1F3LFVUN,20200823 
0H4N67FZFGAL,20200823 
0H5XNDKAF418,20200823 
0H6TVOL1N7NC,20200823 
0HA4B74D8H1B,20200823 
0HBIMCDFDTM8,20200823 
0HIOGWWSYLB2,20200823 
0I1WGFSG7UHM,20200823 
0I4NHYZSO5H7,20200823 
0I62B6HPWG9G,20200823 
0I7TH4EW27EW,20200823 
0IHTN8CJ928H,20200823 
0IKN5VYHG4AD,20200823 
0IKWYY1AAEPX,20200823 
0IQEI16L6G0T,20200823 
0IVY9Y5G0TDL,20200823 
0J5D7CBUP3N1,20200823 
0J65D982EESH,20200823 
0J6VGK5B0EV3,20200823 
0JBAQ403S0P5,20200823 
0JCBGPMRZB7Q,20200823 
0JDPREBD42SN,20200823 
0JEKOK0NOQJA,20200823 
0JFGSX255DR9,20200823 
0JH8S4MMZ1V7,20200823 
0JI4KUOC73XB,20200823 
0JJ4FHYYJOVH,20200823 
0JNOS9K2ID7U,20200823 
0JOKCMM4F0GT,20200823 
0JXG59XPQ25U,20200823 
0K0ZP63OZAOG,20200823 
0K1RVJ0V5LAF,20200823 
0K3PPJ659GEC,20200923 
0K4MYGB74NA6,20200823 
0K5WQBP4UNLQ,20200823 
0KCT9GMQMZRO,20200823 
0KFKA0TI3AQA,20200823 
0KL84RTBGWHH,20200823 
0KZWFDVKKDJT,20200823 
0L1G8NOOXLH7,20200823 
0L1Y1BCAKMQD,20200823 
0L1ZTQFB2V1T,20200823 
0L37T6QMAL1X,20200823 
0L7FSRTJD78N,20200823 
0LAL2JGIK9LM,20200823 
0LC1AZYEV9YS,20200823 
0LCK7I2829KX,20200823 
0LCYINSU7KLU,20200823 
0LHOW3E690I0,20200823 
0LQRH4LHQAM8,20200823 
0LQTMFVFKY1B,20200823 
0LT2WESKYIHP,20200823 
0M3CSQ7U1MH8,20200823 
0M7NLTXC7GNN,20200823 
0M9E6DO4OR69,20200823 
0M9TI2DQTJ76,20200823 
0M9XEPUOWWZ7,20200823 
0MC20Q27PY4F,20200823 
0MCS0L6LWIZH,20200823 
0ME045SJ7TCY,20200823 
0MGF94U88TB9,20200823 
0MLWKAQZP6O1,20200823 
0MNVP9SO75NW,20200823 
0MP3T9ENIW0T,20200823 
0MYQUH3GIJB2,20200823 
0N14B6ER5VVB,20200823 
0N1FWKO4NT3T,20200823 
0N7N89Q7MGF7,20200823 
0NJMFV5IZ641,20200823 
0NKQPODLT498,20200823 
0NMYTO0K4FMP,20200823 
0O7V8CMFFQ1R,20200823 
0O7WCNDTAE0E,20200823 
0OB4I6TMNPLM,20200823 
0OK82VD0HT96,20200823 
0OKPB46G84HS,20200823 
0ORD5BR9LQ8G,20200823 
0ORSH0GV619D,20200823 
0OTJIKNO8CSY,20200823 
0P3EXMR4YE9Z,20200823 
0P70LGB87Q92,20200823 
0PERLCARMKVV,20200823 
0PIP82GQ6MBV,20200823 
0PIRFEMAFB3T,20200823 
0PQHNEHMJN70,20200823 
0PW1EUFXE0K8,20200823 
0Q2OUI9L5M3F,20200823 
0Q4VVLGYNX21,20200823 
0Q4Y2DNIBMUZ,20200823 
0Q93H5W6086T,20200823 
0Q9ITULS5Z76,20200823 
0QGJXTT6JKYW,20200823 
0QH0VXJYOLQY,20200823 
0QL5F2Y12MO2,20200823 
0QMFNXBY7MFL,20200823 
0QVUI83J1J5F,20200823 
0QYF59BIUKB3,20200823 
0R3SOLGMQNN4,20200923 
0R4XPTGDAMMJ,20200823 
0REQQOKEDZIL,20200823 
0RFRECPUSU50,20200823 
0RK66T2UBBUO,20200823 
0ROGMCK7G69N,20200823 
0RV95OWEGJXE,20200823 
0S0OTGCQJ54M,20200823 
0S47T7NZE486,20200823 
0SEXSX5D1UL0,20200823 
0SEZZ9BXQJDE,20200823 
0SF9R4PTVJPY,20200823 
0SFSO39N2IBN,20200823 
0SRUM0VI3HTW,20200823 
0SWHV0K6W85O,20200823 
0SY8ANI4YIWA,20200823 
0SYWZVAIXKCR,20200823 
0TD942ZJU1ZL,20200823 
0TF7UYIQADYP,20200823 
0TI8W3RJXIOT,20200823 
0TLOYDQ4OEPV,20200823 
0TNYR841TD1E,20200823 
0TP8AOEUNROG,20200823 
0TQ3RUJ47FE3,20200823 
0TQAWMVJ6GUK,20200823 
0TQWLHMX1PTN,20200823 
0U8VMWQCK800,20200823 
0UD014FL9ASU,20200823 
0UHMZXKFSDX0,20200823 
0UL6C5QJRN9C,20200823 
0UQB7XFSGPL7,20200823 
0UWJBKUD20A9,20200823 
0UXRN1CSZ1DA,20200823 
0V4CMW4N8O85,20200823 
0V9X8V714Y74,20200823 
0VAURBS1L8ZV,20200823 
0VHP1ZVTAAWK,20200823 
0VJ50TPVVX4D,20200823 
0VLW1WW7C7NI,20200823 
0VQ5CQ2E476U,20200823 
0VYH92P58KQY,20200823 
0W2MW3H40LW6,20200823 
0W3MRAS9C6UC,20200823 
0W3OI1YTKUMQ,20200823 
0WA4YQV9J7ED,20200823 
0WAG2JYB097C,20200823 
0WFHZV1PEJBN,20200823 
0WFOPNU4DKRL,20200823 
0WL4FZZ06XIJ,20200823 
0WLNMB5KUMBH,20200823 
0WLZ3Y61ULMJ,20200823 
0WODXNOH2WFS,20200823 
0WX73N5OHKQY,20200823 
0X1G1H5QOJHT,20200823 
0X7B2YJ8MSTO,20200823 
0X9D3KJVN500,20200823 
0XAKL6PPY76D,20200823 
0XNN20C36U0F,20200823 
0XOLDPL5B62C,20200823 
0Y1OH01YXTOX,20200823 
0YEI4RLZBR3E,20200823 
0YI89KJ3MDBR,20200823 
0YUAI85RX0ZM,20200823 
0YW1JRWJFRIS,20200823 
0Z748FI7QE6N,20200823 
0ZGY34FLBDRR,20200823 
0ZI7V0CY1D3Q,20200823 
0ZLM0ZFNJD2M,20200823 
0ZR12GT5H1EH,20200823 
0ZR5X2Q3KYLI,20200823 
0ZRMQBKJB9TK,20200823 
0ZS213CN1PEP,20200823 
0ZWGUWL5K2J5,20200823 
0ZZYR7EEQRBY,20200823 
101U4UAKJM2B,20200823 
101WV6G47BU9,20200823 
102T0JJMOD38,20200823 
103BMHZBOMUC,20200823 
1062AYPDWDM3,20200823 
10AR26XR7ZMG,20200823 
10DW2SWF00J4,20200823 
10EYOQCKKQQ8,20200823 
10FWXE60WLXA,20200823 
10H57D3PQLUN,20200823 
10O28FWIUDFS,20200823 
10QZJMJT8OU5,20200823 
10YOTIBNWCXK,20200823 
118KSEASZXTG,20200823 
119K604DBX7N,20200823 
11AZIPTZG8SK,20200823 
11CDWXBV4KL8,20200823 
11I6XXOXHVC9,20200823 
11JJPXV8OC92,20200823 
11T194C6VIW3,20200823 
11ZTC2SVMWXV,20200823 
12AHP1PXS70D,20200823 
12CGE0M8MXKT,20200823 
12QSAFZAB67C,20200823 
12UWBDNFRK0M,20200823 
12WNCGES9UZ7,20200823 
12WQUJ4LRSIS,20200823 
133BGRBPRUNT,20200823 
1372WAD2C4L8,20200823 
13B9IT9UAF50,20200823 
13EFV2P9WHQJ,20200823 
13INR60RK2PP,20200823 
13J13V9C5UQ2,20200823 
13O0WCLS9VGA,20200823 
13RBBV4PU6E9,20200823 
13WW6NTYJS6J,20200823 
13YPZI6A8RH3,20200823 
149119GREOK3,20200823 
14EZL34YMSLX,20200823 
14GW3QU9BCCE,20200823 
14NH5Y1TCEHF,20200823 
14T79IUGJQ5Q,20200823 
14VKYDR7VQ4F,20200823 
14WYKVSD6HQ1,20200823 
14YUXYC5Z45M,20200823 
154M9SNRANVV,20200823 
1599HSCFNY7N,20200823 
15A9ZVV7BZBG,20200823 
15G3TMIHR147,20200823 
15GHU1EIL1J1,20200823 
15IV8PWYTCC9,20200823 
15K40KABZCNT,20200823 
15N35JW00BM4,20200823 
15UYWD224ZKO,20200823 
1651V8G69NNE,20200823 
167007IWRNMQ,20200823 
16GMQ53VXLQC,20200823 
16GP87DOFYQW,20200823 
16RSWSNZQYM0,20200823 
16RYTVCC2YTB,20200823 
16TR1RPO8XLB,20200823 
16VXBJC8GJYU,20200823 
17I4ZIDGWUPG,20200823 
17I6QUJ0KJHE,20200823 
17PR4FMAU8HK,20200823 
17PYQC3I0YM0,20200823 
17RSJ8HU6YE0,20200823 
17XGCFHNYJ57,20200823 
17ZG7LRSU4JE,20200823 
17ZUJA0UFVKB,20200823 
18HE6DGOTTOI,20200823 
1929UPWZWFB5,20200823 
19DWWD8882R1,20200823 
19JOYF8ADMWK,20200823 
19RQKPSTLG7I,20200823 
1A03KX9GODI6,20200823 
1A1L6V9582PR,20200823 
1AAFCVQSNA0X,20200823 
1AFE5BIS7RP5,20200823 
1AFFTMT61048,20200823 
1AKLHWDAUDPB,20200823 
1ALY7KSPT4UM,20200923 
1AMV9RR6KCGV,20200823 
1AQHRKV13EM0,20200823 
1AUPGR7UZ0S1,20200823 
1B4BHR8HVCT1,20200823 
1B8LXAREGN70,20200823 
1BD7FJV9ZPX6,20200823 
1BL3PUNUTMNF,20200823 
1BQ84LC3I8F9,20200823 
1BVO2709EKJL,20200823 
1BZWOAG1CB4T,20200823 
1C4SBD8IYVV6,20200823 
1C605YA5KX21,20200823 
1CDQU3PG5IH7,20200823 
1CJ1XH66WWIZ,20200823 
1COJXA5P4MGL,20200823 
1D68LH6DT795,20200823 
1DA82S9RRWDG,20200823 
1DAF7K266HDD,20200823 
1DEXT0HQHIDS,20200823 
1DJ28SQZ64OM,20200823 
1DJ5FKWJVTH0,20200823 
1DMWY7N4K5LF,20200823 
1DSSHS1BVGS9,20200823 
1DSZMKD6UHSQ,20200823 
1E8B5MP1D4ZH,20200823 
1EJ420QEUT9K,20200823 
1EMIG88AH41S,20200823 
1EQTWRQ7MFGR,20200823 
1ERBHP7CMO6C,20200823 
1F8AS2ZGS471,20200823 
1F8GUTVPYOUN,20200823 
1FDZRHR5FADJ,20200823 
1FMSI5EOUN79,20200823 
1FRA450RLOEV,20200823 
1FUMR2B3LBE6,20200823 
1FYO62ISXC61,20200823 
1G3I4UJV8OIA,20200823 
1G5SWPW7ENTU,20200823 
1GEZEXK0EA5J,20200823 
1GQYKIGB70UD,20200823 
1GZUM0UYGBTU,20200823 
1H1AN9PRCXXD,20200823 
1H1VY091ML30,20200823 
1H3JF434IWOX,20200823 
1H5IK35T0WO8,20200823 
1HBDMKJBYK03,20200823 
1HCY08MTI80V,20200823 
1HE6489STZCS,20200823 
1HPAGOAHZ78J,20200823 
1HPV9IXIHGJF,20200823 
1HY4N4QOZVZP,20200823 
1HYHXCY9ZUJ7,20200823 
1HYWT17B5L44,20200823 
1I2FBAWAUJ2I,20200823 
1I97BSWSAI74,20200823 
1IB9HADHA7EO,20200823 
1IEFIVCLN9RC,20200823 
1IN9OBTS3H2J,20200823 
1J0B8591P454,20200823 
1J0JEJ69VVQK,20200823 
1JDOM9Z7RRDJ,20200823 
1JED1UPU9S51,20200823 
1JGUZXFLETX2,20200823 
1JMAFMDLX595,20200823 
1JXDEXR5IDCW,20200823 
1JYYCL9321WN,20200823 
1K0EA8ZE8245,20200823 
1K0MG5WMDS94,20200823 
1K2LL4IBVS8G,20200823 
1K8A4JR0IYUY,20200823 
1KBEGUFP1RTJ,20200823 
1KK3PTQ2P3H6,20200823 
1KM3JG0N0NVC,20200823 
1KP8KLZBEP81,20200823 
1KPQYTYQHETY,20200823 
1KTXV96P4B8D,20200823 
1KYLHDMII2C5,20200823 
1LBNLN2B49E6,20200823 
1LF8EFOF4ZQJ,20200823 
1LFCCWUQFCE3,20200823 
1LHZWTHBWDGN,20200923 
1LMLX70MOCFA,20200823 
1LU0SIR8Y954,20200823 
1LX6S46BCBJS,20200823 
1LXEMQ946KYS,20200823 
1LXTYWIQBCZP,20200823 
1LZ5NAGHNBXE,20200823 
1M63H6XC9WTZ,20200823 
1M6Q6YPQ8X9G,20200823 
1MHBHVWFWVXE,20200823 
1MJL9Q9C2VPX,20200823 
1MRZLKGEQZMY,20200823 
1MSH7IW3Q8S2,20200823 
1MSSBEY42IK6,20200823 
1MZN12GWAKHW,20200823 
1N3AIHZ0NG33,20200823 
1N43TP7L7U3M,20200823 
1N8BZ82EL57E,20200823 
1NS0RHUSBR7Q,20200823 
1NWQ4CW5X73X,20200823 
1O8QMOW905ZE,20200823 
1OAR9C0PF0MT,20200823 
1OCFDWN8ARYA,20200823 
1OEHZV4XA15U,20200823 
1OLAMJYT1TNB,20200823 
1OS8VCPPBH70,20200823 
1OSI4OUSYGR8,20200823 
1OVML88WSS6J,20200823 
1P15JFGQ92H7,20200823 
1P1KF45CEEI4,20200823 
1P3CKYN2ADGD,20200823 
1P3J9QGHPEWA,20200823 
1P4BGNC4VO1Q,20200823 
1P5T1LDUFD8U,20200823 
1PENCYSQM1C6,20200823 
1PFEIVPXSRYL,20200823 
1PHEXIZ23CCR,20200823 
1PMR1NL4S4MW,20200823 
1PSGBFLDKQTK,20200823 
1Q6SSY5ELDTJ,20200823 
1QA2SHNA6NRY,20200823 
1QEVCHPEVAZA,20200823 
1QFMYEML114P,20200823 
1QPAAU7AROFW,20200823 
1QYN8LU1VLJ0,20200823 
1QZCN7KOCNC2,20200823 
1R59LK5EOWUO,20200823 
1R98U9KJC8UK,20200823 
1RA76YTLHKFH,20200823 
1REG3S974JQC,20200823 
1RLAEMF9SN3X,20200823 
1RMDPV7CN484,20200823 
1RN24GX0461L,20200823 
1RY5S07AGLXP,20200823 
1S04WZT0H5XK,20200823 
1S0MARTFLUHI,20200823 
1S9GUBG7LI0O,20200823 
1SAKUIQCSG4J,20200823 
1SI62BBK9U4B,20200823 
1SRY62PGR6SY,20200823 
1SYGEJD0Y7WZ,20200823 
1T0XV6JR3SO0,20200823 
1T7BV9EH74ES,20200823 
1T99PIWXFF70,20200823 
1T9GHRAM0IS8,20200823 
1TFPB5TGW2ND,20200823 
1TVBDXEXKQJV,20200823 
1U0UQA53U33M,20200823 
1U0VF5G19S2P,20200823 
1U523E04IP3S,20200823 
1U7A6ZN3DGFP,20200823 
1U9SA0N01QQN,20200823 
1UB665MOKGY2,20200823 
1UG4DF3QS4RF,20200823 
1UH7N8VE6LW3,20200823 
1ULRZIJJ5FBO,20200823 
1UMMGONTQ22A,20200823 
1UTH7IUVUQZB,20200823 
1V9IGRWEYX07,20200823 
1VMUW7K1ZC8V,20200823 
1VRFF6D7X0UV,20200823 
1VTACWHHYOKI,20200823 
1VYWU4MWGRQN,20200823 
1W43NBKEEWVJ,20200823 
1WFLXBNKPVZ7,20200823 
1WOT16MRGW7Q,20200823 
1WP8CVVDMNSN,20200823 
1WRGQGX0790I,20200823 
1WRJXS3KVYTG,20200823 
1WS1JQK9FNZ0,20200823 
1WTAYBADX8C1,20200823 
1WXX5VQ5AZWA,20200823 
1WY2JVC01WKT,20200823 
1X99NMFMFWZ9,20200823 
1XH3UMGTVKAG,20200823 
1XIGOU3FVJAY,20200823 
1XQC2MQ6JWE3,20200823 
1XQIOXNF5H1P,20200823 
1XVXHDZF8I6X,20200823 
1Y2K9Q25LVQ1,20200823 
1Y2LDLT3G4P4,20200823 
1Y4Z3WCAXFO8,20200823 
1Y7061MJJ5EC,20200823 
1Y754IRDAH2W,20200823 
1Y7IZQZZBGME,20200823 
1YDJP5BEZ758,20200823 
1YORAT9H369N,20200823 
1YTQ2A2X67ZV,20200823 
1YTW51YQSS1H,20200823 
1YV5XWW3HRDH,20200823 
1Z33LZ3NFDN8,20200823 
1ZHX9QNPSR3P,20200823 
1ZPU6IAGWNMU,20200823 
1ZW9N7RGF0YH,20200823 
1ZX670UYC3RG,20200823 
2047US12WPWH,20200823 
204K50ONX4GZ,20200823 
209EGBWV9F0P,20200823 
20B6GI65SEJ3,20200823 
20H4OBR7YR4W,20200823 
20YAZZN5BRJO,20200823 
212YDN7Z0YAJ,20200823 
2140YLOO0NH4,20200823 
2180FXR2ECLE,20200823 
21HC4EOV71AG,20200823 
21HDTPE929PJ,20200823 
21J4U85MJK85,20200823 
21KFYNWFCEV6,20200823 
21KNRAZ76NAQ,20200823 
21MAEDKPX2MT,20200823 
22319WSXAVOQ,20200823 
2276AH71NXLE,20200823 
2299DJ7IV7WS,20200823 
22DAFEGVLADZ,20200823 
22DVJ97TGJSM,20200823 
22IR5ED9VBPW,20200823 
22KG9YG86M2T,20200823 
22OXU9BZQIGP,20200823 
22X2QS3MDAXU,20200823 
22YH1ICOZLYR,20200823 
2311LEI78EHD,20200823 
234OPHCWFW9X,20200823 
236FQ038W78I,20200823 
23FCSNHEFSRQ,20200823 
23JH7FQN4U2K,20200823 
23KGIKFP954X,20200823 
23LSSSZUE43T,20200823 
23VBRPPOBZ5S,20200823 
23XB6BZANJJE,20200823 
23YTVRPMZTG6,20200823 
245QLQXE9TM4,20200823 
24EKS6E2O2XA,20200823 
24HQSBTP2JBY,20200823 
24L08UB27E9X,20200823 
24Q8UERUK5U5,20200823 
24SFVXYN1FDR,20200823 
24VKW3CQFHRF,20200823 
24Z21E7I0D5W,20200823 
255JS98RSDNM,20200823 
255Y18T2I3TO,20200823 
25L1JLFBG2GK,20200823 
25L8OD7QGNWH,20200823 
25NEY6U9NQO0,20200823 
25Q92ZX75G7A,20200923 
25QWAXNITE0A,20200823 
25ZHNU0XZDXW,20200823 
261P6W6FAMRB,20200823 
263QKO0ZMCOB,20200823 
26AEEV0SFYEY,20200823 
26CMIGNQAPRF,20200823 
26FBFK68TAB8,20200823 
26FYLCZ29BR5,20200823 
26PHL77CNN7W,20200823 
26WX1C4SMZJZ,20200823 
26X70OCNW2WD,20200923 
26YTJZU3R0B1,20200823 
271SOYGS8JAC,20200823 
275SJ3PSVW1S,20200823 
2779UAMOLW1A,20200823 
27D55SJOMOZ9,20200823 
27FTTS6NXZC6,20200823 
27IC2YSSCJPP,20200823 
27JAE3HEHVQM,20200823 
27UB90N3P9EK,20200823 
27W51V10V953,20200823 
2839Y2EONVOB,20200823 
285Z8V1NAHHA,20200823 
28AFRMEGN6DK,20200823 
28CDVI4SPIK4,20200823 
28ES0HQI6IJZ,20200823 
28FV9CGU3SG7,20200823 
28IBPEL8BJHP,20200823 
28LB7XUIEJO0,20200823 
28UWKA7WZIK6,20200823 
297YOLN6L5N8,20200823 
29EUEOQXU74X,20200823 
29NOKO649FFN,20200823 
2A09VATYKRAN,20200823 
2A222G2QQDAY,20200823 
2A2HYLBCW4BV,20200823 
2A7PVFQY33MQ,20200823 
2ACUQ7Z6SPDK,20200823 
2AVPD3RUGPQT,20200823 
2AWMW4WUYGJ0,20200823 
2AXIHHFWV3RJ,20200823 
2B2A2ZYY0MW2,20200823 
2BKRE977QBOB,20200823 
2BTFIYRLZYDV,20200823 
2BVM9RD570PU,20200823 
2BY1D60UO0PP,20200823 
2CAWYLS3IYCZ,20200823 
2CDDRNK1B9KH,20200823 
2CG4S6BESK43,20200823 
2CIJX5D3UK3E,20200823 
2CQG8H70IXFZ,20200823 
2CWUNXDB1YCQ,20200823 
2D3F2IG6QNVD,20200823 
2D4XNGWBAW2H,20200823 
2D6YM97FMMZH,20200823 
2DDMW0RNF764,20200823 
2DIRBSGW4TIY,20200823 
2DTULSK2E9MM,20200823 
2E09ODUXC5Q9,20200823 
2EDUCJOV8HC8,20200823 
2EIRX89B3TPI,20200823 
2EQ62R33FVM1,20200823 
2EZHHGXQ6F4T,20200823 
2EZLX2VOPSCU,20200823 
2F1K21XD6SB5,20200823 
2F4QEADCTEFO,20200823 
2FAOMQ1C0F0P,20200823 
2FCL9L4YNA5H,20200823 
2FDKLAUZS26U,20200823 
2FJISQHJG3BG,20200823 
2FL9TAOCHEU1,20200823 
2FXDVI15T1RX,20200823 
2G0QWMCWGCB5,20200823 
2G4FNV4V6YA1,20200823 
2GDNLGN5Z0A9,20200823 
2GDZV353Z1SJ,20200823 
2GLJYNCYLWGO,20200823 
2GMHXPJ9XNAR,20200823 
2GOVN13GEZ9U,20200823 
2GQINEA1FGSE,20200923 
2GT22ECNNQKH,20200823 
2GTAGHFGH0Z2,20200823 
2GV4ODTTNFR2,20200823 
2GYUOWBPSAP1,20200823 
2HH3F0B27UB5,20200823 
2HMI8GNIRBHD,20200823 
2HOQC0A12MEU,20200823 
2HWX76RZEXRM,20200823 
2HXKIHRO1A51,20200823 
2HZK000IKAWC,20200823 
2I8WL7G5M78G,20200823 
2IC5BMMBF6RB,20200823 
2ID1GZPDB9KA,20200823 
2IEWW5TOWHAX,20200823 
2IHLT7BHBJWN,20200823 
2IILOELNMJAT,20200823 
2IJZZ3UPRVB6,20200823 
2IN7LMQH5MFZ,20200823 
2IRYS6ZBMXCJ,20200823 
2IXSMWMLH05Q,20200823 
2IXUA7DZW8KD,20200823 
2IZ2ERZX7ZXA,20200823 
2J5WXQQUL623,20200823 
2JDD982CCHIP,20200823 
2JEL5QL79H5A,20200823 
2JGEXLY3ZHXA,20200823 
2JGT9A75KTI7,20200823 
2JHRIY1LW4QT,20200823 
2JLY42WE9VU1,20200823 
2JQDXI9ECW09,20200823 
2JUNC2RRX6YO,20200823 
2JW2QA975IQX,20200823 
2JZ73YPLSKBG,20200823 
2K5ZFS07331O,20200823 
2K6VJ6J9KQ9N,20200823 
2K7QGC7KKE0A,20200823 
2K7YUZBDENFU,20200823 
2KCCY4CE3G5F,20200823 
2KN03H57IEN3,20200823 
2KTHHFEDLOJV,20200823 
2KUOUWDT8957,20200923 
2L0204O6NRWY,20200823 
2L2BNVFK1CV2,20200823 
2L54D9M2UFO7,20200823 
2L57VBXFCDN8,20200823 
2LA4G0JB7PKI,20200823 
2LEEWJ1OC0JH,20200823 
2LET88AAHBKE,20200823 
2LEW3V880OBF,20200823 
2LRYGF48TN7U,20200823 
2M21VQYSYBAK,20200823 
2M400PKHGB9F,20200823 
2M5S6MHO6LEV,20200823 
2MBVBJQJ4Z6F,20200823 
2MDMQM4169D1,20200823 
2MFWIHIDC9PL,20200823 
2MI6G32BGNA9,20200823 
2MUCXJFJGZRM,20200823 
2MYQHX4Q9MRG,20200823 
2MZDRPBTNKXN,20200823 
2N1XME23JWXV,20200823 
2N40M5DWFV1Z,20200823 
2NQLJND6EZUG,20200823 
2O2IPZT61IN0,20200823 
2ODUS5UKUJC5,20200823 
2ODVHGLIPRR8,20200823 
2OE2W0PGU8SV,20200823 
2OG86TC02U4E,20200823 
2OIHZOPC8UWE,20200823 
2OKQT9RKTVO8,20200823 
2OMR5KKTJ4G2,20200823 
2OMSE8S9D4UD,20200823 
2OPXFT7CQ681,20200823 
2P20INNMDTU2,20200823 
2P49AI0IITMM,20200823 
2PE37BTQOGJH,20200823 
2PKJXNY6HD9F,20200823 
2PKQ2FR0WEPX,20200823 
2PO7J7UYU4U8,20200823 
2POOSFNE6F1A,20200823 
2Q19N1A8HBW9,20200823 
2QJRD6VUQNWK,20200823 
2QOFZ9QM3E0S,20200823 
2QYOQD4RGA89,20200823 
2QZ2MX3VZ1XN,20200823 
2RA7BJH8EX60,20200823 
2RFSVIAYCLS1,20200823 
2RM0WU0AL2T8,20200823 
2RM6I5XJ7NVV,20200823 
2RTLUZ3LBASV,20200823 
2RVFQ5SWWYJI,20200823 
2RVU2UHI1AKF,20200823 
2RXCY59R7ZCO,20200823 
2RZ3D8NO993A,20200823 
2S1C0FOCYUW9,20200823 
2S6ND9JUYYVG,20200823 
2S88QJ746WUZ,20200823 
